Order_ID,Product_ID,User_ID,Order_Date,Return_Date,Product_Category,Product_Price,Order_Quantity,Return_Reason,Return_Status,Days_to_Return,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method,Discount_Applied,Region,Marketing_Channel,Customer_Tenure_Months,Product_Returnable,High_Return_Risk_Flag,Order_Weekday,Order_Month,Return_Label,Product_Margin,CLV_Estimate,Is_Weekend_Order,Return_Probability
ORD00003161,PROD00003161,USER00003161,2024-08-26,2024-10-30,Home,381.27,4,Defective,Returned,65.0,63,Female,City58,PayPal,Next-Day,48.04,West,Email,44,1,0,Monday,8,1,333.23,5591.959999999999,0,0.5387353436986256
ORD00003162,PROD00003162,USER00003162,2023-07-26,2023-03-04,Books,88.62,3,Wrong item,Returned,-144.0,65,Female,City31,Gift Card,Standard,10.56,West,Email,14,0,0,Wednesday,7,1,78.06,310.17,0,0.5021874230848485
ORD00003163,PROD00003163,USER00003163,2024-09-18,2023-12-31,Electronics,317.13,3,Wrong item,Returned,-262.0,25,Male,City23,Gift Card,Express,46.35,North,Social Media,45,1,0,Wednesday,9,1,270.78,3567.7125,0,0.5318748458149857
ORD00003164,PROD00003164,USER00003164,2024-11-28,2023-10-01,Electronics,25.93,4,Changed mind,Returned,-424.0,21,Female,City78,Debit Card,Express,43.49,West,Social Media,29,1,0,Thursday,11,1,-17.560000000000002,250.65666666666664,0,0.5418789638424616
ORD00003165,PROD00003165,USER00003165,2023-02-27,2024-02-25,Books,112.03,4,Wrong item,Returned,363.0,48,Male,City24,PayPal,Express,6.79,North,Referral,10,0,0,Monday,2,1,105.24,373.4333333333333,0,0.4974342351126347
ORD00003166,PROD00003166,USER00003166,2024-12-19,,Books,340.82,3,No Return,Not Returned,0.0,55,Male,City46,PayPal,Next-Day,27.6,South,Referral,50,0,0,Thursday,12,0,313.22,4260.25,0,0.5083688600088514
ORD00003167,PROD00003167,USER00003167,2023-07-20,,Clothing,158.69,2,No Return,Not Returned,0.0,29,Male,City61,Gift Card,Standard,12.29,West,Referral,48,1,1,Thursday,7,0,146.4,1269.52,0,0.4907291984541361
ORD00003168,PROD00003168,USER00003168,2024-02-03,2024-04-06,Books,391.13,3,Changed mind,Returned,63.0,68,Male,City32,PayPal,Next-Day,36.87,West,Social Media,5,0,0,Saturday,2,1,354.26,488.9125,1,0.5143718598695396
ORD00003169,PROD00003169,USER00003169,2024-05-06,,Books,303.13,4,No Return,Not Returned,0.0,57,Male,City90,Debit Card,Express,10.13,East,Social Media,8,0,0,Monday,5,0,293.0,808.3466666666666,0,0.4889662781431829
ORD00003170,PROD00003170,USER00003170,2023-06-23,,Electronics,168.57,4,No Return,Not Returned,0.0,70,Female,City57,Credit Card,Standard,2.6,South,Referral,46,1,0,Friday,6,0,165.97,2584.74,0,0.48498791522198104
ORD00003171,PROD00003171,USER00003171,2024-04-21,2024-11-07,Clothing,10.95,4,Not as described,Returned,200.0,39,Male,City76,Debit Card,Standard,17.04,North,Referral,5,1,1,Sunday,4,1,-6.09,18.25,1,0.5183301521735173
ORD00003172,PROD00003172,USER00003172,2023-10-25,,Electronics,274.22,5,No Return,Not Returned,0.0,62,Male,City18,PayPal,Next-Day,43.41,North,Direct Traffic,58,1,0,Wednesday,10,0,230.81000000000003,6626.983333333334,0,0.5413969980072227
ORD00003173,PROD00003173,USER00003173,2023-12-14,,Books,71.21,2,No Return,Not Returned,0.0,48,Male,City44,Gift Card,Next-Day,14.0,South,Referral,60,0,0,Thursday,12,0,57.21,712.0999999999999,0,0.4928062703692042
ORD00003174,PROD00003174,USER00003174,2023-07-29,2024-05-10,Clothing,179.91,5,Defective,Returned,286.0,53,Male,City66,Gift Card,Express,45.37,South,Direct Traffic,24,1,1,Saturday,7,1,134.54,1799.1,1,0.5409847064224136
ORD00003175,PROD00003175,USER00003175,2024-08-26,,Electronics,419.72,2,No Return,Not Returned,0.0,63,Female,City37,Gift Card,Next-Day,34.19,Central,SEO,40,1,1,Monday,8,0,385.53,2798.1333333333337,0,0.5068770567197903
ORD00003176,PROD00003176,USER00003176,2024-05-23,2023-01-22,Books,326.71,1,Defective,Returned,-487.0,52,Male,City80,Debit Card,Next-Day,8.93,Central,Social Media,57,0,0,Thursday,5,1,317.78,1551.8725,0,0.47112132707939663
ORD00003177,PROD00003177,USER00003177,2024-09-19,2023-04-19,Toys,451.33,3,Changed mind,Returned,-519.0,37,Male,City49,Debit Card,Next-Day,16.95,West,Referral,26,0,0,Thursday,9,1,434.38,2933.645,0,0.4888990631688071
ORD00003178,PROD00003178,USER00003178,2023-01-22,,Books,86.56,5,No Return,Not Returned,0.0,55,Female,City100,PayPal,Express,37.16,West,Social Media,6,0,0,Sunday,1,0,49.400000000000006,216.4,1,0.5375158460717633
ORD00003179,PROD00003179,USER00003179,2024-08-29,2024-03-27,Books,68.68,1,Changed mind,Returned,-155.0,24,Female,City37,PayPal,Express,17.57,Central,Social Media,16,0,0,Thursday,8,1,51.11000000000001,91.57333333333334,0,0.5106468642590624
ORD00003180,PROD00003180,USER00003180,2023-01-28,2023-05-11,Toys,432.97,2,Changed mind,Returned,103.0,21,Female,City3,Gift Card,Next-Day,32.03,Central,Social Media,60,0,1,Saturday,1,1,400.94000000000005,4329.700000000001,1,0.5030449171000894
ORD00003181,PROD00003181,USER00003181,2024-05-03,,Clothing,398.24,5,No Return,Not Returned,0.0,57,Female,City98,Credit Card,Express,4.66,South,SEO,36,1,1,Friday,5,0,393.58,5973.6,0,0.48880151875193756
ORD00003182,PROD00003182,USER00003182,2024-09-02,,Clothing,139.17,2,No Return,Not Returned,0.0,37,Male,City41,Gift Card,Standard,16.9,North,Email,12,1,1,Monday,9,0,122.26999999999998,278.34,0,0.5065151604825664
ORD00003183,PROD00003183,USER00003183,2024-10-19,,Clothing,81.14,2,No Return,Not Returned,0.0,30,Male,City39,PayPal,Express,25.62,South,Referral,11,1,1,Saturday,10,0,55.52,148.75666666666666,1,0.5216493338988
ORD00003184,PROD00003184,USER00003184,2023-01-29,,Toys,399.67,5,No Return,Not Returned,0.0,39,Female,City95,Debit Card,Standard,38.08,East,Email,3,0,0,Sunday,1,0,361.59,499.5875,1,0.5159591481031672
ORD00003185,PROD00003185,USER00003185,2024-08-21,,Toys,377.86,3,No Return,Not Returned,0.0,54,Male,City7,Gift Card,Next-Day,41.34,East,Email,44,0,0,Wednesday,8,0,336.52,4156.459999999999,0,0.5239993900458418
ORD00003186,PROD00003186,USER00003186,2023-12-19,,Electronics,465.34,1,No Return,Not Returned,0.0,30,Male,City73,Debit Card,Express,38.46,South,Email,37,1,1,Tuesday,12,0,426.88,1434.7983333333334,0,0.5030939942910806
ORD00003187,PROD00003187,USER00003187,2024-11-08,,Home,214.54,3,No Return,Not Returned,0.0,31,Female,City38,Debit Card,Express,8.35,North,Social Media,6,1,0,Friday,11,0,206.19,321.81,0,0.49233811151131335
ORD00003188,PROD00003188,USER00003188,2024-02-02,,Home,182.24,1,No Return,Not Returned,0.0,40,Male,City91,Credit Card,Next-Day,39.09,North,Direct Traffic,19,1,0,Friday,2,0,143.15,288.5466666666667,0,0.527809759208549
ORD00003189,PROD00003189,USER00003189,2023-01-21,2023-10-29,Toys,171.15,3,Wrong item,Returned,281.0,43,Female,City8,Credit Card,Express,32.21,East,Social Media,18,0,0,Saturday,1,1,138.94,770.1750000000001,1,0.5228814320161743
ORD00003190,PROD00003190,USER00003190,2024-04-29,,Books,217.56,2,No Return,Not Returned,0.0,56,Female,City97,Debit Card,Express,18.15,South,Social Media,16,0,0,Monday,4,0,199.41,580.16,0,0.5016982832966282
ORD00003191,PROD00003191,USER00003191,2023-04-01,2023-06-04,Electronics,328.51,5,Not as described,Returned,64.0,44,Female,City88,Credit Card,Next-Day,8.97,West,Email,23,1,0,Saturday,4,1,319.54,3148.2208333333333,1,0.4910790251019572
ORD00003192,PROD00003192,USER00003192,2023-05-27,,Toys,169.4,2,No Return,Not Returned,0.0,69,Male,City6,Credit Card,Express,46.77,East,Social Media,43,0,0,Saturday,5,0,122.63,1214.0333333333335,1,0.5338188398646949
ORD00003193,PROD00003193,USER00003193,2023-05-23,,Home,490.08,2,No Return,Not Returned,0.0,65,Female,City42,Credit Card,Next-Day,14.65,West,Email,37,1,0,Tuesday,5,0,475.43,3022.16,0,0.47933855799509084
ORD00003194,PROD00003194,USER00003194,2024-02-19,,Home,374.27,2,No Return,Not Returned,0.0,18,Male,City83,Credit Card,Standard,36.71,Central,Direct Traffic,9,1,0,Monday,2,0,337.56,561.405,0,0.5144226449555743
ORD00003195,PROD00003195,USER00003195,2024-08-04,2023-06-18,Electronics,163.26,1,Not as described,Returned,-413.0,55,Female,City73,Credit Card,Express,10.19,South,Referral,3,1,0,Sunday,8,1,153.07,40.815,1,0.49848908408316767
ORD00003196,PROD00003196,USER00003196,2024-10-31,2023-05-07,Home,178.99,4,Wrong item,Returned,-543.0,68,Female,City28,PayPal,Standard,5.16,West,Email,8,1,0,Thursday,10,1,173.83,477.3066666666667,0,0.49127507587742547
ORD00003197,PROD00003197,USER00003197,2023-04-03,,Electronics,242.54,4,No Return,Not Returned,0.0,65,Female,City85,Debit Card,Standard,17.19,North,Direct Traffic,38,1,0,Monday,4,0,225.35,3072.173333333333,0,0.502247928950813
ORD00003198,PROD00003198,USER00003198,2023-02-05,,Books,42.92,4,No Return,Not Returned,0.0,37,Male,City9,Gift Card,Standard,23.73,Central,Referral,4,0,0,Sunday,2,0,19.19,57.22666666666667,1,0.5245267592971447
ORD00003199,PROD00003199,USER00003199,2023-04-12,2023-03-03,Clothing,290.55,1,Wrong item,Returned,-40.0,57,Male,City45,Credit Card,Standard,49.76,North,SEO,12,1,1,Wednesday,4,1,240.79,290.55,0,0.5347846401591992
ORD00003200,PROD00003200,USER00003200,2023-01-20,2023-06-09,Electronics,350.14,4,Not as described,Returned,140.0,55,Male,City91,Credit Card,Standard,2.86,North,Email,44,1,0,Friday,1,1,347.28,5135.386666666666,0,0.48353865473365826
ORD00003201,PROD00003201,USER00003201,2024-02-29,2024-07-26,Toys,129.37,3,Wrong item,Returned,148.0,60,Female,City96,Debit Card,Next-Day,3.1,Central,Email,31,0,0,Thursday,2,1,126.27,1002.6175,0,0.486758813040903
ORD00003202,PROD00003202,USER00003202,2023-07-02,2024-09-07,Clothing,111.71,3,Changed mind,Returned,433.0,69,Female,City90,Debit Card,Next-Day,0.46,East,SEO,25,1,1,Sunday,7,1,111.25,698.1875,1,0.4856898770631724
ORD00003203,PROD00003203,USER00003203,2024-02-13,,Electronics,232.53,2,No Return,Not Returned,0.0,67,Female,City59,Debit Card,Standard,19.85,South,SEO,53,1,0,Tuesday,2,0,212.68,2054.0150000000003,0,0.4959757608860336
ORD00003204,PROD00003204,USER00003204,2024-02-20,,Clothing,398.33,1,No Return,Not Returned,0.0,45,Male,City80,Gift Card,Next-Day,47.05,Central,Email,16,1,1,Tuesday,2,0,351.28,531.1066666666666,0,0.5224843826919053
ORD00003205,PROD00003205,USER00003205,2024-07-14,2024-10-26,Electronics,439.45,2,Defective,Returned,104.0,27,Female,City74,Credit Card,Next-Day,18.45,Central,SEO,42,1,0,Sunday,7,1,421.0,3076.15,1,0.4864887593585041
ORD00003206,PROD00003206,USER00003206,2024-10-24,2023-03-30,Clothing,353.86,1,Wrong item,Returned,-574.0,18,Female,City70,Debit Card,Express,7.14,North,Social Media,54,1,1,Thursday,10,1,346.72,1592.37,0,0.4680472281359748
ORD00003207,PROD00003207,USER00003207,2023-01-29,2023-12-13,Electronics,73.43,5,Wrong item,Returned,318.0,44,Male,City32,Credit Card,Standard,32.04,West,Referral,14,1,0,Sunday,1,1,41.39000000000001,428.3416666666668,1,0.5303727056423397
ORD00003208,PROD00003208,USER00003208,2024-07-13,2024-05-21,Books,365.97,2,Changed mind,Returned,-53.0,59,Female,City6,PayPal,Next-Day,19.98,East,Referral,13,0,0,Saturday,7,1,345.99,792.9350000000001,1,0.49410846764993227
ORD00003209,PROD00003209,USER00003209,2024-08-08,,Clothing,194.41,4,No Return,Not Returned,0.0,66,Male,City8,Credit Card,Next-Day,28.54,East,Referral,41,1,1,Thursday,8,0,165.87,2656.9366666666665,0,0.517012788038388
ORD00003210,PROD00003210,USER00003210,2023-05-18,,Clothing,276.55,4,No Return,Not Returned,0.0,53,Female,City59,Credit Card,Next-Day,9.42,South,Social Media,7,1,1,Thursday,5,0,267.13,645.2833333333334,0,0.4898324679065284
ORD00003211,PROD00003211,USER00003211,2023-02-02,2023-12-20,Toys,493.47,3,Changed mind,Returned,321.0,35,Male,City10,Debit Card,Standard,23.87,West,SEO,12,0,0,Thursday,2,1,469.6,1480.41,0,0.49227749632364765
ORD00003212,PROD00003212,USER00003212,2023-01-26,,Electronics,78.99,3,No Return,Not Returned,0.0,40,Male,City27,PayPal,Express,1.46,South,Direct Traffic,37,1,0,Thursday,1,0,77.53,730.6574999999999,0,0.4853047400853113
ORD00003213,PROD00003213,USER00003213,2024-09-19,,Books,418.47,4,No Return,Not Returned,0.0,53,Female,City24,Credit Card,Next-Day,37.55,North,SEO,50,0,1,Thursday,9,0,380.92,6974.500000000001,0,0.5272262312610567
ORD00003214,PROD00003214,USER00003214,2023-06-12,2024-03-12,Clothing,241.72,4,Wrong item,Returned,274.0,38,Male,City75,PayPal,Express,33.57,South,Email,4,1,1,Monday,6,1,208.15,322.2933333333333,0,0.5219209073408447
ORD00003215,PROD00003215,USER00003215,2023-07-20,,Toys,324.97,4,No Return,Not Returned,0.0,69,Female,City36,Gift Card,Next-Day,25.08,East,Referral,2,0,0,Thursday,7,0,299.89000000000004,216.64666666666668,0,0.5050094082221606
ORD00003216,PROD00003216,USER00003216,2023-03-07,2023-04-28,Books,43.32,2,Wrong item,Returned,52.0,54,Female,City39,PayPal,Next-Day,44.25,South,SEO,35,0,0,Tuesday,3,1,-0.9299999999999996,252.7,0,0.5392270802561386
ORD00003217,PROD00003217,USER00003217,2023-05-15,2023-09-14,Clothing,369.21,2,Wrong item,Returned,122.0,56,Female,City22,Credit Card,Express,36.73,West,Direct Traffic,58,1,1,Monday,5,1,332.48,3569.03,0,0.5111045110185125
ORD00003218,PROD00003218,USER00003218,2024-05-03,,Books,217.45,5,No Return,Not Returned,0.0,35,Male,City23,Gift Card,Express,16.14,North,Email,44,0,0,Friday,5,0,201.31,3986.583333333333,0,0.5051004787650449
ORD00003219,PROD00003219,USER00003219,2024-01-09,2023-06-05,Books,242.48,1,Changed mind,Returned,-218.0,34,Female,City15,Debit Card,Standard,31.69,South,Social Media,3,0,0,Tuesday,1,1,210.79,60.62,0,0.5186692234156864
ORD00003220,PROD00003220,USER00003220,2023-11-07,2023-09-19,Toys,61.78,3,Changed mind,Returned,-49.0,49,Male,City98,Debit Card,Express,20.11,South,Social Media,4,0,0,Tuesday,11,1,41.67,61.78,0,0.5185961418437937
ORD00003221,PROD00003221,USER00003221,2023-09-29,2023-04-07,Books,305.99,4,Defective,Returned,-175.0,55,Male,City19,Gift Card,Next-Day,4.05,West,Direct Traffic,38,0,0,Friday,9,1,301.94,3875.873333333333,0,0.4847774594496782
ORD00003222,PROD00003222,USER00003222,2023-02-19,2024-08-18,Electronics,92.78,3,Wrong item,Returned,546.0,48,Female,City93,Gift Card,Next-Day,28.75,East,Email,12,1,0,Sunday,2,1,64.03,278.34000000000003,1,0.5248059455712455
ORD00003223,PROD00003223,USER00003223,2024-01-25,,Clothing,406.67,2,No Return,Not Returned,0.0,25,Female,City1,Gift Card,Express,46.67,Central,Referral,19,1,1,Thursday,1,0,360.0,1287.7883333333334,0,0.5238305681313355
ORD00003224,PROD00003224,USER00003224,2023-05-04,2023-01-13,Clothing,61.47,1,Wrong item,Returned,-111.0,25,Female,City38,PayPal,Standard,10.91,North,SEO,10,1,1,Thursday,5,1,50.56,51.225,0,0.5050533336964194
ORD00003225,PROD00003225,USER00003225,2024-04-15,2023-06-05,Books,14.18,4,Changed mind,Returned,-315.0,23,Male,City88,PayPal,Standard,36.34,West,Email,1,0,0,Monday,4,1,-22.160000000000004,4.726666666666667,0,0.5431414904592556
ORD00003226,PROD00003226,USER00003226,2023-09-08,2024-11-08,Clothing,463.26,5,Defective,Returned,427.0,55,Female,City89,Gift Card,Express,13.32,East,Social Media,17,1,1,Friday,9,1,449.94,3281.4250000000006,0,0.4884401359919519
ORD00003227,PROD00003227,USER00003227,2023-12-01,,Clothing,421.54,3,No Return,Not Returned,0.0,61,Male,City92,Gift Card,Express,19.98,East,Direct Traffic,16,1,1,Friday,12,0,401.56,1686.16,0,0.492790540830845
ORD00003228,PROD00003228,USER00003228,2024-04-19,,Books,471.97,1,No Return,Not Returned,0.0,48,Female,City53,PayPal,Standard,30.64,Central,Direct Traffic,9,0,1,Friday,4,0,441.33,353.9775,0,0.49809823034911643
ORD00003229,PROD00003229,USER00003229,2023-12-09,,Electronics,390.62,5,No Return,Not Returned,0.0,39,Female,City38,Gift Card,Standard,39.91,North,SEO,57,1,0,Saturday,12,0,350.71000000000004,9277.225,1,0.5406618948775
ORD00003230,PROD00003230,USER00003230,2023-09-23,2023-08-17,Home,225.83,1,Wrong item,Returned,-37.0,37,Female,City73,Debit Card,Next-Day,45.33,South,Direct Traffic,53,1,0,Saturday,9,1,180.5,997.4158333333336,1,0.5228392713244704
ORD00003231,PROD00003231,USER00003231,2024-06-06,,Clothing,284.99,2,No Return,Not Returned,0.0,70,Male,City80,Gift Card,Express,43.25,Central,Direct Traffic,9,1,1,Thursday,6,0,241.74,427.485,0,0.5289956659426499
ORD00003232,PROD00003232,USER00003232,2024-03-31,,Electronics,111.79,5,No Return,Not Returned,0.0,21,Male,City99,Credit Card,Express,19.68,North,Email,59,1,0,Sunday,3,0,92.11,2748.1708333333336,1,0.5065609435601032
ORD00003233,PROD00003233,USER00003233,2023-09-22,,Electronics,143.59,2,No Return,Not Returned,0.0,63,Male,City49,PayPal,Next-Day,4.33,West,Referral,55,1,0,Friday,9,0,139.26,1316.2416666666666,0,0.479801541237389
ORD00003234,PROD00003234,USER00003234,2024-10-26,,Electronics,234.94,3,No Return,Not Returned,0.0,45,Female,City97,Gift Card,Next-Day,47.09,South,SEO,9,1,0,Saturday,10,0,187.85,528.615,1,0.5381785572219779
ORD00003235,PROD00003235,USER00003235,2024-08-01,,Books,448.35,3,No Return,Not Returned,0.0,38,Female,City29,Credit Card,Express,21.53,West,Email,12,0,0,Thursday,8,0,426.8200000000001,1345.0500000000002,0,0.49238602498171774
ORD00003236,PROD00003236,USER00003236,2024-06-20,2024-10-25,Books,377.08,5,Not as described,Returned,127.0,56,Female,City91,Gift Card,Standard,21.78,North,Referral,55,0,0,Thursday,6,1,355.29999999999995,8641.416666666666,0,0.5172375124198038
ORD00003237,PROD00003237,USER00003237,2023-09-03,,Home,348.74,4,No Return,Not Returned,0.0,45,Female,City43,PayPal,Standard,26.14,South,Email,41,1,0,Sunday,9,0,322.6,4766.113333333334,1,0.5116418460117237
ORD00003238,PROD00003238,USER00003238,2023-12-10,2023-05-07,Clothing,326.59,2,Changed mind,Returned,-217.0,67,Female,City4,Debit Card,Standard,21.09,Central,Email,15,1,1,Sunday,12,1,305.5,816.4749999999999,1,0.49802754490025564
ORD00003239,PROD00003239,USER00003239,2024-07-14,,Home,368.05,3,No Return,Not Returned,0.0,25,Male,City35,PayPal,Next-Day,48.62,Central,Direct Traffic,2,1,0,Sunday,7,0,319.43,184.025,1,0.5303249174407857
ORD00003240,PROD00003240,USER00003240,2024-12-24,2023-05-02,Electronics,88.68,4,Defective,Returned,-602.0,59,Male,City85,PayPal,Express,2.27,North,Referral,11,1,0,Tuesday,12,1,86.41000000000001,325.16,0,0.4931599545961573
ORD00003241,PROD00003241,USER00003241,2023-07-19,,Toys,199.65,3,No Return,Not Returned,0.0,41,Male,City25,Gift Card,Express,13.98,East,SEO,11,0,0,Wednesday,7,0,185.67,549.0375,0,0.4996984446204387
ORD00003242,PROD00003242,USER00003242,2023-09-14,2023-04-26,Home,464.71,4,Wrong item,Returned,-141.0,37,Male,City87,Gift Card,Standard,3.56,North,SEO,8,1,0,Thursday,9,1,461.15,1239.2266666666665,0,0.46995964526640843
ORD00003243,PROD00003243,USER00003243,2024-07-24,2023-10-14,Electronics,80.59,4,Defective,Returned,-284.0,26,Female,City5,Gift Card,Next-Day,22.89,South,Referral,55,1,0,Wednesday,7,1,57.7,1477.4833333333331,0,0.5084743535360101
ORD00003244,PROD00003244,USER00003244,2023-03-15,2024-11-26,Home,290.5,2,Changed mind,Returned,622.0,38,Male,City96,Credit Card,Next-Day,47.08,Central,Direct Traffic,32,1,0,Wednesday,3,1,243.42,1549.3333333333333,0,0.5301257085058573
ORD00003245,PROD00003245,USER00003245,2023-06-15,,Books,259.45,2,No Return,Not Returned,0.0,50,Male,City71,PayPal,Next-Day,5.65,Central,Social Media,6,0,0,Thursday,6,0,253.8,259.45,0,0.4850999155703883
ORD00003246,PROD00003246,USER00003246,2023-06-03,2023-05-11,Books,55.66,5,Wrong item,Returned,-23.0,44,Male,City14,Credit Card,Standard,40.45,West,Email,53,0,0,Saturday,6,1,15.209999999999994,1229.1583333333333,1,0.5315955417171325
ORD00003247,PROD00003247,USER00003247,2024-08-16,2024-11-24,Clothing,179.46,5,Changed mind,Returned,100.0,25,Male,City61,Debit Card,Standard,32.48,West,Direct Traffic,20,1,1,Friday,8,1,146.98000000000002,1495.5000000000002,0,0.5252650567943686
ORD00003248,PROD00003248,USER00003248,2023-02-10,2024-05-24,Clothing,266.87,5,Not as described,Returned,469.0,22,Female,City97,Debit Card,Next-Day,22.88,South,Referral,39,1,1,Friday,2,1,243.99,4336.6375,0,0.512925936396746
ORD00003249,PROD00003249,USER00003249,2023-05-21,2024-05-06,Books,251.4,4,Defective,Returned,351.0,64,Female,City54,Debit Card,Standard,5.94,East,Email,35,0,0,Sunday,5,1,245.46,2933.0,1,0.4881125465837352
ORD00003250,PROD00003250,USER00003250,2024-02-01,2023-05-01,Electronics,226.48,3,Defective,Returned,-276.0,22,Male,City19,Gift Card,Express,32.3,West,SEO,8,1,0,Thursday,2,1,194.18,452.9599999999999,0,0.5207348042222874
ORD00003251,PROD00003251,USER00003251,2024-11-05,2023-05-11,Home,496.75,3,Not as described,Returned,-544.0,63,Female,City45,PayPal,Express,27.55,North,Social Media,50,1,0,Tuesday,11,1,469.2,6209.375,0,0.5050168537502622
ORD00003252,PROD00003252,USER00003252,2023-09-12,,Electronics,435.26,5,No Return,Not Returned,0.0,24,Female,City67,Debit Card,Next-Day,45.37,South,SEO,49,1,1,Tuesday,9,0,389.89,8886.558333333334,0,0.5448595235142043
ORD00003253,PROD00003253,USER00003253,2024-02-18,2023-07-27,Toys,417.58,4,Not as described,Returned,-206.0,29,Male,City60,Debit Card,Express,24.17,South,Referral,43,0,0,Sunday,2,1,393.41,5985.3133333333335,1,0.5087213345811858
ORD00003254,PROD00003254,USER00003254,2023-08-13,2024-02-06,Books,138.87,5,Changed mind,Returned,177.0,58,Male,City60,Gift Card,Express,36.85,South,Email,34,0,0,Sunday,8,1,102.02,1967.3250000000005,1,0.5309638067855533
ORD00003255,PROD00003255,USER00003255,2023-08-01,2024-08-20,Electronics,11.57,5,Changed mind,Returned,385.0,61,Male,City98,Credit Card,Express,40.99,South,Referral,57,1,0,Tuesday,8,1,-29.42,274.7875,0,0.5298319540310686
ORD00003256,PROD00003256,USER00003256,2023-06-16,2023-01-15,Home,71.4,1,Changed mind,Returned,-152.0,62,Female,City86,Credit Card,Standard,3.0,North,Email,53,1,0,Friday,6,1,68.4,315.35,0,0.4799592496557512
ORD00003257,PROD00003257,USER00003257,2023-12-10,,Electronics,333.3,4,No Return,Not Returned,0.0,30,Female,City80,PayPal,Standard,26.9,Central,Direct Traffic,59,1,0,Sunday,12,0,306.40000000000003,6554.900000000001,1,0.5156855646942038
ORD00003258,PROD00003258,USER00003258,2023-04-14,,Home,436.8,2,No Return,Not Returned,0.0,65,Female,City68,Credit Card,Standard,4.74,West,Social Media,56,1,0,Friday,4,0,432.06,4076.8,0,0.4694690870397894
ORD00003259,PROD00003259,USER00003259,2023-03-31,,Home,47.07,4,No Return,Not Returned,0.0,24,Female,City31,Credit Card,Standard,36.12,West,Direct Traffic,19,1,0,Friday,3,0,10.950000000000005,298.11,0,0.5350501126997137
ORD00003260,PROD00003260,USER00003260,2024-06-01,,Electronics,44.73,3,No Return,Not Returned,0.0,30,Male,City30,PayPal,Next-Day,41.07,East,Direct Traffic,7,1,0,Saturday,6,0,3.6599999999999966,78.2775,1,0.5446313805239945
ORD00003261,PROD00003261,USER00003261,2023-05-16,,Toys,270.58,2,No Return,Not Returned,0.0,62,Female,City44,Debit Card,Next-Day,7.4,South,Referral,31,0,0,Tuesday,5,0,263.18,1397.996666666667,0,0.4825670020683031
ORD00003262,PROD00003262,USER00003262,2023-09-08,,Home,331.81,3,No Return,Not Returned,0.0,24,Male,City80,PayPal,Express,11.27,Central,Social Media,18,1,0,Friday,9,0,320.54,1493.145,0,0.48764046396307736
ORD00003263,PROD00003263,USER00003263,2023-02-21,2024-12-17,Electronics,495.25,2,Changed mind,Returned,665.0,65,Male,City32,Credit Card,Standard,19.82,West,Email,40,1,0,Tuesday,2,1,475.43,3301.666666666667,0,0.4855022095198175
ORD00003264,PROD00003264,USER00003264,2023-07-09,,Toys,328.16,5,No Return,Not Returned,0.0,28,Female,City12,Gift Card,Standard,31.27,Central,Email,14,0,0,Sunday,7,0,296.89000000000004,1914.266666666667,1,0.5159997395231334
ORD00003265,PROD00003265,USER00003265,2024-12-18,2024-12-28,Books,237.54,4,Defective,Returned,10.0,47,Male,City25,Debit Card,Next-Day,31.91,East,SEO,39,0,0,Wednesday,12,1,205.63,3088.02,0,0.5204599729433415
ORD00003266,PROD00003266,USER00003266,2023-01-01,,Electronics,165.4,5,No Return,Not Returned,0.0,48,Female,City37,PayPal,Standard,12.41,Central,Email,60,1,0,Sunday,1,0,152.99,4135.0,1,0.4995119105777632
ORD00003267,PROD00003267,USER00003267,2024-06-20,2024-07-18,Books,193.67,1,Defective,Returned,28.0,57,Male,City57,Debit Card,Next-Day,2.84,South,Referral,53,0,0,Thursday,6,1,190.83,855.3758333333334,0,0.4724939220312032
ORD00003268,PROD00003268,USER00003268,2024-03-29,2024-05-06,Clothing,405.0,3,Not as described,Returned,38.0,43,Female,City27,Credit Card,Standard,25.68,South,Direct Traffic,60,1,1,Friday,3,1,379.32,6075.0,0,0.5057823736400208
ORD00003269,PROD00003269,USER00003269,2024-11-23,,Home,323.48,5,No Return,Not Returned,0.0,69,Male,City42,Credit Card,Next-Day,22.84,West,Direct Traffic,59,1,0,Saturday,11,0,300.64000000000004,7952.216666666667,1,0.5181083470296485
ORD00003270,PROD00003270,USER00003270,2024-05-25,,Toys,217.98,4,No Return,Not Returned,0.0,29,Female,City57,Debit Card,Express,19.4,South,Direct Traffic,36,0,0,Saturday,5,0,198.58,2615.76,1,0.5054960841793598
ORD00003271,PROD00003271,USER00003271,2024-09-08,2024-04-26,Books,129.75,1,Changed mind,Returned,-135.0,62,Male,City94,Gift Card,Express,35.36,North,Social Media,17,0,0,Sunday,9,1,94.39,183.8125,1,0.5276637261278029
ORD00003272,PROD00003272,USER00003272,2023-07-15,,Home,161.7,3,No Return,Not Returned,0.0,20,Female,City8,Credit Card,Express,2.85,East,Email,37,1,0,Saturday,7,0,158.85,1495.725,1,0.48398044156937337
ORD00003273,PROD00003273,USER00003273,2023-09-27,2024-09-08,Home,185.82,1,Changed mind,Returned,347.0,21,Male,City93,Debit Card,Standard,40.56,East,Referral,44,1,0,Wednesday,9,1,145.26,681.3399999999999,0,0.5220115439616492
